시도명,시군구명,위도경도,시군구코드,도로명,상세위치,지정방향구분코드,금지구역총연장,주정차금지유형코드,평일주정차금지시작시각,평일주정차금지종료시각,일시적주정차허용시작시각(평일),일시적주정차허용종료시간(평일),토요일주정차금지시작시각,토요일주정차금지종료시각,일시적주정차허용시작시간(토요일),일시적주정차허용종료시간(토요일),공휴일주정차금지시작시각,공휴일주정차금지종료시각,일시적주정차허용시작시간(공휴일),일시적주정차허용종료시간(공휴일),명절허용여부,시행일자,해제일자,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경기도,포천시,"37.90393548803883, 127.20367603012328",56000,신읍동 225-6,한신@사거리 ~ 포천남여중입구교차로,1,177,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2018/05/01,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,포천시,,56000,일동면 기산리 90-5,싸릿고개↔복개천교량,1,550,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2005/05/11,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,포천시,,56000,일동면 기산리 280-2,복개천교량↔4차선도로,1,350,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2005/05/11,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,포천시,,56000,일동면 기산리 96-156,일동중고 입구↔성당후문,1,63,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2005/05/11,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,포천시,"37.979420409084625, 127.31563360674531",56000,일동면 수입리 161-13,주민자치센타 입구,1,90,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2005/05/11,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,포천시,,56000,일동면 기산리 91-223,테능숫불갈비-유치원,1,50,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2005/05/11,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,포천시,,56000,일동면 기산리 91-252,기산동길(화동로 ~기산동 1길),1,70,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2013/05/01,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,포천시,,56000,일동면 기산리 91-54,화동로1067번길11~기산서길30(일동성당~일동중고교입구),1,115,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2016/04/01,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,포천시,,56000,일동면 기산리 88-87,일동생명건강원↔기산건강원앞삼거리,1,250,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2018/05/01,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,포천시,"37.90516986504554, 127.20114027790885",56000,신북면 가채리 824-1,포천남여중교차로 ↔ 왕방초교삼거리,1,552,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2018/05/01,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,포천시,,56000,군내면 하성북2리 692-9,삼거리↔반월아트홀,1,400,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2005/05/11,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,포천시,"37.89409089947918, 127.20566546441822",56000,군내면 하성북1리 576,반월교↔사랑유치원,1,325,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2005/05/11,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,포천시,"37.85404675367416, 127.16644116441822",56000,선단동 50-1,대진대입구↔선단농협앞,1,270,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2005/05/11,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,광주시,,41610,청석로300,쌍령교 사거리-영은미술관,1,0.833,1,7:00,22:00,22:00,7:00,7:00,22:00,22:00,7:00,7:00,22:00,22:00,7:00,Y,2010/04/30,,경기도 광주시청,031-760-2112,2020/10/07,5540000,경기도 광주시
경기도,광주시,,41610,경충대로1422번길 25,동성아파트 진입로,1,0.14,3,7:00,22:00,22:00,7:00,7:00,22:00,22:00,7:00,7:00,22:00,22:00,7:00,Y,2010/04/30,,경기도 광주시청,031-760-2112,2020/10/07,5540000,경기도 광주시
경기도,광주시,,41610,곤지암읍 평촌길 45,삼리농협-삼광하이텍,1,0.29,1,7:00,22:00,22:00,7:00,7:00,22:00,22:00,7:00,7:00,22:00,22:00,7:00,Y,2010/04/30,,경기도 광주시청,031-760-2112,2020/10/07,5540000,경기도 광주시
경기도,광주시,,41610,경안안길40번길,광주시립도서관 옆 도시계획도로,1,0.24,1,7:00,22:00,22:00,7:00,7:00,22:00,22:00,7:00,7:00,22:00,22:00,7:00,Y,2010/07/20,,경기도 광주시청,031-760-2112,2020/10/07,5540000,경기도 광주시
강원도,춘천시,,41800,평화로,춘천역~구캠페이지방향,1,0.15,2,7:00,21:00,,,7:00,21:00,,,7:00,21:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,춘주로,시외버스터미널~고속버스터미널,1,0.15,2,7:00,21:00,,,7:00,21:00,,,7:00,21:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,경춘로,시외버스터미널~온의사거리방향,1,0.15,2,7:00,21:00,,,7:00,21:00,,,7:00,21:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,춘주로,시외버스터미널~현대2차(아)방향,1,0.15,2,7:00,21:00,,,7:00,21:00,,,7:00,21:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,경춘로,시외버스터미널~온의동닭갈비골목방향,1,0.38,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,영서로,퇴계사거리~공지사거리,1,2.8,2,7:00,20:00,,,7:00,20:00,,,7:00,20:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,퇴계로,미래웨딩홀 앞,1,0.3,2,7:00,20:00,,,7:00,20:00,,,7:00,20:00,,,N,2016/05/01,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,춘천로,kbs사거리~춘천경찰서 방향,1,0.2,2,7:00,21:00,,,7:00,21:00,,,7:00,21:00,,,N,2016/01/19,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,방송길,kbs사거리~롯데마트 방향,1,0.2,2,7:00,21:00,,,7:00,21:00,,,7:00,21:00,,,N,2016/01/19,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,후만로,보안사거리~후평3동주민센터 방향,1,0.05,2,7:00,21:00,,,7:00,21:00,,,7:00,21:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,강촌로,강촌역 앞(해뜨는집펜션~구곡폭포민박),1,0.45,2,7:00,21:00,,,7:00,21:00,,,7:00,21:00,,,N,2016/01/19,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,춘천로449번길,해온채아파트~장학교 방향,1,0.79,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2016/06/25,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,퇴계농공로,투탑씨티~스무숲사거리 방향,1,0.65,2,7:00,21:00,,,7:00,21:00,,,7:00,21:00,,,N,2016/06/25,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,소양로,구캠페이지정문~호반사거리,1,1.15,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,모수물길,소양약국~세종호텔,1,0.81,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,공지로,근화사거리~남부사거리,1,0.86,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,영서로,삼천사거리~중도배터,1,0.94,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,소양로,호반사거리~우림타이어(이비가짬뽕),1,0.3,2,7:00,20:00,,,7:00,21:00,,,7:00,21:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,춘천로,후평사거리~신흥사거리,1,0.76,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,후석로,후평사거리~지적공사,1,0.4,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,후석로,지적공사~보안사거리,1,0.3,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,후석로,보안사거리~한신(아)~동아(아),1,0.57,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,세실로,세실사거리~새벽시장사거리,1,0.57,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,춘천로,후평사거리~동광오거리,1,0.4,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,삭주로,동광오거리~공단오거리,1,0.44,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,삭주로,동광오거리~두산위브(아),1,0.3,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,춘천로,동광오거리~장학교,1,0.63,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
강원도,춘천시,,41800,후석로,후평사거리~공단오거리,1,0.35,2,7:00,20:00,,,0:00,0:00,,,0:00,0:00,,,N,2015/05/28,,강원도 춘천시청,033-250-3196,2020/07/09,4180000,강원도 춘천시
경기도,포천시,,56000,가산면 마산리 152-2,마산3거리↔문구도매센타,1,185,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2005/05/11,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,포천시,,56000,가산면 마산리 400-4,마산3거리↔골든카랜드,1,480,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2005/05/11,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
경기도,포천시,,56000,영북면 운천리 509-3,운천시외버스터미널,1,150,3,8:00,18:30,"11:30~13:30, 18:30~08:00",,0:00,0:00,종일,,0:00,0:00,종일,,Y,2013/05/01,,포천시청 교통행정과,031-538-3464,2020/06/30,5600000,경기도 포천시
충청남도,부여군,,44760,사비로,부여군청~부여군보건소,1,765,2,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,Y,2019/02/07,,충청남도 부여군,041-830-2282,2020/06/30,4570000,충청남도 부여군
충청남도,부여군,,44760,중앙로,에펠제과~이안경원,1,188,2,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,Y,2019/02/07,,충청남도 부여군,041-830-2282,2020/06/30,4570000,충청남도 부여군
충청남도,부여군,,44760,성왕로,부여군보건소~부여경찰서,1,960,2,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,Y,2019/02/07,,충청남도 부여군,041-830-2282,2020/06/30,4570000,충청남도 부여군
충청남도,부여군,,44760,성왕로,부여군보건소~부여농협동부지점,1,1112,2,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,Y,2019/02/07,,충청남도 부여군,041-830-2282,2020/06/30,4570000,충청남도 부여군
충청남도,부여군,,44760,나루터로,나루터로진입로~삼정유스타운,1,450,2,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,Y,2019/02/07,,충청남도 부여군,041-830-2282,2020/06/30,4570000,충청남도 부여군
충청남도,부여군,,44760,계백로,부여군청~궁남사거리,1,220,2,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,Y,2019/02/07,,충청남도 부여군,041-830-2282,2020/06/30,4570000,충청남도 부여군
충청남도,부여군,,44760,석탑로,궁남사거리~구)미성삼거리,1,776,2,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,Y,2019/02/07,,충청남도 부여군,041-830-2282,2020/06/30,4570000,충청남도 부여군
충청남도,부여군,,44760,사비로108번길,필~한국소,1,180,2,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,Y,2020/06/01,,충청남도 부여군,041-830-2282,2020/06/30,4570000,충청남도 부여군
충청남도,부여군,,44760,사비로100번길,중앙체육사~동산약국,1,180,2,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,8:00,19:00,11:30+19:00,13:30+08:00,Y,2020/06/01,,충청남도 부여군,041-830-2282,2020/06/30,4570000,충청남도 부여군
경상북도,의성군,,47730,문소3길,의성역 앞 오거리~의성우체국 앞,1,0.5,1,8:00,18:00,18:00,8:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,2014/12/01,,의성군청,054-830-6252,2020/06/30,5150000,경상북도 의성군
경상북도,의성군,,47730,문소3길,궁전예식장 앞 ~태평스카이맨션 앞,1,0.7,1,8:00,18:00,18:00,8:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,2014/12/01,,의성군청,054-830-6252,2020/06/30,5150000,경상북도 의성군
경상북도,의성군,,47730,중앙길,의성예식장 앞~ 도서리경로당 앞,1,0.3,1,8:00,18:00,18:00,8:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,2014/12/01,,의성군청,054-830-6252,2020/06/30,5150000,경상북도 의성군
경상북도,의성군,,47730,문소1길,의성군청 앞 ~ 대구지방법원 의성지원 앞,1,0.3,1,8:00,18:00,18:00,8:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,2014/12/01,,의성군청,054-830-6252,2020/06/30,5150000,경상북도 의성군
경상북도,의성군,,47730,문소1길,의성공업고등학교 앞 ~ 의성교회 앞,1,0.5,1,8:00,18:00,18:00,8:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,2014/12/01,,의성군청,054-830-6252,2020/06/30,5150000,경상북도 의성군
경상북도,안동시,,50700,경동로,중구동주민센터 ~ 법흥삼거리,1,0.08,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,경동로,법흥교 입구 ~ 천리고가교 북단 교차로,1,1.3,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,경동로,천리고가교 북단 교차로 ~ 중앙사거리,1,0.5,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,경동로,중앙사거리 ~ 경안중학교 교차로,1,3.7,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,경동로,법흥교(용상방향) ~ 대성도기타일 앞 교차로,1,2.7,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,경동로,"용상5,6주공아파트 입구 ~ 현대아파트 입구 상가",1,0.18,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,경동로,경안중학교 교차로(송현 이안아파트) ~ 송야교 도로양측,1,1.5,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,하이마로,새로운안경갤러리 ~ 터니널 출입구(남쪽),1,0.23,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,하이마로,호암삼거리(하이마로 방향) ~ 호암마을 입구,1,0.14,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,하이마로,시내버스주차장(서편) ~ 지하도앞 도로양측,1,0.16,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,전거리길,법흥교 ~ 주공4아파트,1,0.5,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,전거리8길,훈제불닭 ~ 안동어린이집,1,0.54,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,관광단지로,길주중 사거리 ~ 용정교,1,0.45,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,대안로,남부지방산림청 ~ KT안동지사,1,1.57,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,서동문로,세종인쇄앞 ~ 태화오거리,1,2.5,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,서동문로,분수대 ~ 신한은행 후문주차장(서편),1,0.08,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,중앙시장길,농협 광석동지점 ~ 푸른약국,1,0.59,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,문화광장길,"안동관 ~ 더데이, 던킨도넛",1,0.1,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
경상북도,안동시,,50700,문화광장길,농협 안동시지부 ~ 롯데리아,1,0.08,2,8:00,20:00,08:00+11:30+18:00,09:00+13:30+20:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,Y,1900/01/01,,경상북도 안동시청,054-840-6257,2020/06/30,5070000,경상북도 안동시
